FUENTE;PARTIDO (según codificación INDEC);FECHA DEL HECHO;MES;HORA;DÍA DE LA SEMANA;DÍA DE LA SEMANA AGRUPADO;DIURNO / NOCTURNO;TIPO DE LUGAR;MODO DE PRODUCCIÓN DEL HECHO
Ministerio de Seguridad;260;5/10/2021;Octubre;01:30:00;Martes;Lunes a viernes;Nocturno;Autopista / Autovía;Colisión Vehículo / persona
Ministerio de Seguridad;260;19/11/2021;Noviembre;14:10:00;Viernes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;260;25/11/2021;Noviembre;12:10:00;Jueves;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;270;1/10/2021;Octubre;20:25:00;Viernes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;270;8/11/2021;Noviembre;Sin determinar;Lunes;Lunes a viernes;Sin determinar;Sin determinar;Colisión Vehículo / vehículo
Ministerio de Seguridad;490;8/10/2021;Octubre;05:40:00;Viernes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;490;14/10/2021;Octubre;08:20:00;Jueves;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;490;27/11/2021;Noviembre;Sin determinar;Sábado;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio Público Fiscal;357;2/11/2021;Noviembre;13:32:00;Martes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;126;11/11/2021;Noviembre;22:22:00;Jueves;Lunes a Viernes;Nocturno;Ruta Nacional;Sin determinar
Ministerio de Seguridad;070;19/12/2021;Diciembre;12:00:00;Domingo;Sábados y domingos;Diurno;Calle;Colisión Vehículo  / objeto
Ministerio de Seguridad;175;16/10/2021;Octubre;17:30:00;Sábado;Sábados y domingos;Diurno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;686;17/10/2021;Octubre;14:30:00;Domingo;Sábados y domingos;Diurno;Ruta Provincial;Colisión Vehículo / vehículo
Ministerio de Seguridad;770;19/10/2021;Octubre;07:30:00;Martes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;077;28/10/2021;Octubre;14:00:00;Jueves;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;686;30/10/2021;Octubre;12:00:00;Sábado;Sábados y domingos;Diurno;Ruta Nacional;Vuelco / despistes
Ministerio de Seguridad;770;30/10/2021;Octubre;07:40:00;Sábado;Sábados y domingos;Diurno;Ruta Provincial;Colisión Vehículo / vehículo
Ministerio de Seguridad;140;1/11/2021;Noviembre;00:45:00;Lunes;Lunes a Viernes;Nocturno;Ruta Provincial;Sin determinar
Ministerio de Seguridad;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;070;7/12/2021;Marzo;22:00:00;Martes;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio Público Fiscal;441;1/1/2021;Enero;05.20;Viernes;Lunes a viernes;Nocturno;Autopista / Autovía;Colisión Vehículo / vehículo
Ministerio Público Fiscal;441;27/2/2021;Febrero;04:30:00;Sábado;Sábados y domingos;Nocturno;Autopista / Autovía;Colisión Vehículo / vehículo
Ministerio de Seguridad;868;3/3/2021;Marzo;08:50;Miércoles;Lunes a viernes;Diurno;Ruta Provincial;Sin determinar
Ministerio de Seguridad;868;3/3/2021;Julio;20:50;Miércoles;Lunes a viernes;Nocturno;Ruta Provincial;Sin determinar
Ministerio Público Fiscal;735;25/7/2021;Julio;17.00;Miércoles;Lunes a viernes;Diurno;Ruta Nacional;Vuelco / despistes
Ministerio de Seguridad;735;25/7/2021;Julio;17:20;Miércoles;Lunes a viernes;Diurno;Ruta Nacional;Sin determinar
Ministerio Público Fiscal;547;9/3/2021;Marzo;04:35:00;Martes;Lunes a viernes;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;462;10/7/2021;Julio;11:00;Miércoles;Lunes a viernes;Diurno;Ruta Nacional;Sin determinar
Ministerio de Seguridad;161;15/7/2021;Julio;16:20;Lunes;Lunes a viernes;Diurno;Ruta Nacional;Sin determinar
Ministerio de Seguridad;882;17/3/2021;Marzo;01:20;Miércoles;Lunes a viernes;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;007;20/7/2021;Julio;06:00;Sábado;Sábados y domingos;Nocturno;Ruta Provincial;Sin determinar
Ministerio de Seguridad;112;22/7/2021;Julio;17:30;Lunes;Lunes a viernes;Diurno;Ruta Nacional;Sin determinar
Ministerio Público Fiscal;609;26/3/2021;Marzo;09:42:00;Viernes;Lunes a viernes;Diurno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;511;15/7/2021;Julio;07:40;Sábado;Sábados y domingos;Diurno;Autopista / Autovía;Sin determinar
Ministerio Público Fiscal;735;16/5/2021;Mayo;21.40;Domingo;Sábados y domingos;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;112;6/7/2021;Julio;08:10;Domingo;Sábados y domingos;Diurno;Ruta Nacional;Sin determinar
Ministerio de Seguridad;791;9/7/2021;Julio;17:00;Miércoles;Lunes a viernes;Diurno;Ruta Provincial;Sin determinar
Ministerio de Seguridad;525;8/7/2021;Julio;10:50;Martes;Lunes a viernes;Diurno;Ruta Provincial;Sin determinar
Ministerio de Seguridad;441;12/7/2021;Julio;22:45;Sábado;Sábados y domingos;Nocturno;Autopista / Autovía;Sin determinar
Ministerio de Seguridad;224;13/6/2021;Junio;12:00;Domingo;Sábados y domingos;Diurno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;357;21/6/2021;Junio;17:00;Lunes;Lunes a viernes;Diurno;Ruta Provincial;Sin determinar
Ministerio de Seguridad;861;24/6/2021;Junio;00:10;Jueves;Lunes a viernes;Nocturno;Autopista / Autovía;Colisión Vehículo / vehículo
Ministerio de Seguridad;791;25/6/2021;Junio;23:00;Viernes;Lunes a viernes;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;476;24/7/2021;Julio;07:40;Jueves;Lunes a viernes;Diurno;Ruta Provincial;Sin determinar
