FUENTE;PARTIDO (según codificación INDEC);FECHA DEL HECHO;MES;HORA;DÍA DE LA SEMANA;DÍA DE LA SEMANA AGRUPADO;DIURNO / NOCTURNO;TIPO DE LUGAR;MODO DE PRODUCCIÓN DEL HECHO
Ministerio de Seguridad;760;28/8/2021;Agosto;21:45:00;Sábado;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;638;1/10/2021;Octubre;11:11:00;Viernes;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;638;2/10/2021;Octubre;16:15:00;Sábado;Sábados y domingos;Diurno;Ruta Provincial;Sin determinar
Ministerio de Seguridad;638;3/10/2021;Octubre;17:05:00;Domingo;Sábados y domingos;Diurno;Calle;Vuelco / despistes
Ministerio de Seguridad;638;19/10/2021;Octubre;18:40:00;Martes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;638;21/11/2021;Noviembre;07:10:00;Domingo;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio Público Fiscal;638;28/11/2021;Noviembre;Sin determinar;Domingo;Sábados y domingos;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;638;30/11/2021;Noviembre;18:04:00;Martes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;560;1/1/2021;Enero;05:30;Viernes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;560;17/1/2021;Enero;20:00;Domingo;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;560;21/1/2021;Enero;12:30;Jueves;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;560;22/1/2021;Enero;23:00;Viernes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio Público Fiscal;560;9/2/2021;Febrero;18:50 HORAS;Martes;Lunes a viernes;Diurno;Ruta Provincial;Colisión Vehículo / vehículo
Ministerio de Seguridad;560;4/4/2021;Abril;02:20;Domingo;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;560;18/4/2021;Abril;23:04;Domingo;Sábados y domingos;Nocturno;Calle;Vuelco / despistes
Ministerio de Seguridad;560;1/5/2021;Mayo;02:45;Sábado;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;560;3/5/2021;Mayo;11:00;Lunes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;560;23/5/2021;Mayo;15:00;Domingo;Sábados y domingos;Diurno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;560;31/5/2021;Mayo;00:20;Lunes;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;560;5/6/2021;Junio;18:00;Sábado;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;560;2/7/2021;Julio;Sin determinar;Viernes;Lunes a viernes;Sin determinar;Sin determinar;Colisión Vehículo / persona
Ministerio de Seguridad;560;20/7/2021;Julio;06:45:00;Martes;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;560;22/7/2021;Julio;06:50:00;Jueves;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;560;1/8/2021;Agosto;01:00:00;Domingo;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;560;4/10/2021;Octubre;06:00:00;Lunes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;560;15/10/2021;Octubre;23:30:00;Viernes;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;560;31/10/2021;Octubre;01:00:00;Domingo;Sábados y domingos;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo
Ministerio de Seguridad;560;13/11/2021;Noviembre;21:00:00;Sábado;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;560;23/11/2021;Noviembre;04:30:00;Martes;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;568;26/5/2021;Mayo;06:15;Miércoles;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;568;29/5/2021;Mayo;23:00;Sábado;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;568;31/5/2021;Mayo;02:20;Lunes;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;568;15/6/2021;Junio;22:00;Martes;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;568;4/7/2021;Julio;13:50:00;Domingo;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio Público Fiscal;568;4/7/2021;Julio;08:20:00;Domingo;Sábados y domingos;Diurno;Calle;Colisión Vehículo  / objeto
Ministerio de Seguridad;568;7/10/2021;Octubre;14:10:00;Jueves;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio Público Fiscal;427;2/1/2021;Enero;20:40:00;Sábado;Sábados y domingos;Nocturno;Calle;Colisión Vehículo  / objeto
Ministerio de Seguridad;427;17/1/2021;Enero;23:30;Domingo;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;427;29/1/2021;Enero;20:40;Viernes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;427;16/1/2021;Enero;19:00;Sábado;Sábados y domingos;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;427;7/2/2021;Febrero;00:10;Domingo;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;427;12/2/2021;Febrero;15:30;Viernes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;427;11/2/2021;Febrero;22:50;Jueves;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;427;1/2/2021;Febrero;06:05;Lunes;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;427;3/3/2021;Marzo;19:40;Miércoles;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;427;14/3/2021;Marzo;15:00;Domingo;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;427;12/3/2021;Marzo;18:30;Viernes;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;427;13/3/2021;Marzo;18:30;Sábado;Sábados y domingos;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;427;18/3/2021;Marzo;16:10;Jueves;Lunes a viernes;Diurno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;427;23/3/2021;Marzo;18:00;Martes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;427;24/3/2021;Marzo;03:30;Miércoles;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;427;28/3/2021;Marzo;22:30;Domingo;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;427;3/4/2021;Abril;22:10;Sábado;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;427;6/4/2021;Abril;07:40;Martes;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;427;12/4/2021;Abril;16:30:00;Lunes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;427;25/4/2021;Abril;21:00;Domingo;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;427;8/5/2021;Mayo;21:00;Sábado;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;427;18/5/2021;Mayo;07:55;Martes;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;427;16/5/2021;Mayo;20:10;Domingo;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;427;27/6/2021;Junio;23:30;Domingo;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;427;2/7/2021;Julio;10:00:00;Viernes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;427;11/7/2021;Julio;15:10:00;Domingo;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;427;12/7/2021;Julio;Sin determinar;Lunes;Lunes a viernes;Sin determinar;Sin determinar;Colisión Vehículo / vehículo
Ministerio de Seguridad;427;10/7/2021;Julio;03:40:00;Sábado;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;427;23/7/2021;Julio;04:45:00;Viernes;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;427;28/7/2021;Julio;19:50:00;Miércoles;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;427;20/7/2021;Julio;00:20:00;Martes;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;427;1/8/2021;Agosto;10:10:00;Domingo;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;427;12/8/2021;Agosto;11:10:00;Jueves;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;427;23/8/2021;Agosto;21:20:00;Lunes;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;427;3/9/2021;Septiembre;18:40:00;Viernes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;427;18/9/2021;Septiembre;21:20:00;Sábado;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;427;8/10/2021;Octubre;08:00:00;Viernes;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;427;3/10/2021;Octubre;07:50:00;Domingo;Sábados y domingos;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;427;7/10/2021;Octubre;12:40:00;Jueves;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;427;16/10/2021;Octubre;17:00:00;Sábado;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;427;25/10/2021;Octubre;22:10:00;Lunes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;427;23/10/2021;Octubre;01:10:00;Sábado;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;427;24/10/2021;Octubre;11:50:00;Domingo;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;427;8/11/2021;Noviembre;00:01:00;Lunes;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;427;16/11/2021;Noviembre;13:10:00;Martes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;427;21/11/2021;Noviembre;03:04:00;Domingo;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;427;20/11/2021;Noviembre;19:45:00;Sábado;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;427;21/11/2021;Noviembre;20:30:00;Domingo;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio Público Fiscal;427;6/12/2021;Diciembre;08:30:00;Lunes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;539;23/2/2021;Febrero;12:30;Martes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;539;16/3/2021;Marzo;06:50;Martes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;539;3/5/2021;Mayo;14:10;Lunes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;539;6/6/2021;Junio;00:40;Domingo;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio Público Fiscal;539;17/6/2021;Junio;07:35:00;Jueves;Lunes a viernes;Diurno;Ruta Provincial;Colisión Vehículo / vehículo
Ministerio de Seguridad;539;28/6/2021;Junio;21:00;Lunes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;539;30/8/2021;Agosto;18:30:00;Lunes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio Público Fiscal;539;27/9/2021;Septiembre;19:00:00;Lunes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;539;3/10/2021;Octubre;07:05:00;Domingo;Sábados y domingos;Diurno;Calle;Colisión Vehículo  / objeto
Ministerio Público Fiscal;539;20/11/2021;Noviembre;21:10:00;Sábado;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;490;1/1/2021;Enero;04:00;Viernes;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;028;8/1/2021;Enero;04:10;Viernes;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;028;12/1/2021;Enero;22:00;Martes;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;270;5/2/2021;Febrero;10:15;Viernes;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;260;25/3/2021;Marzo;13:15;Jueves;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;260;25/4/2021;Abril;01:00;Domingo;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;490;8/5/2021;Mayo;08:40;Sábado;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;028;19/5/2021;Mayo;22:30;Miércoles;Lunes a viernes;Nocturno;Calle;Colisión Vehículo  / objeto
Ministerio de Seguridad;490;1/6/2021;Junio;18:00;Martes;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;270;4/7/2021;Julio;00:15:00;Domingo;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;260;29/7/2021;Julio;10:14:00;Jueves;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;091;23/8/2021;Agosto;06:38:00;Lunes;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;490;15/9/2021;Septiembre;08:00:00;Miércoles;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;490;20/9/2021;Septiembre;05:00:00;Lunes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo  / objeto
Ministerio de Seguridad;490;28/9/2021;Septiembre;19:30:00;Martes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;270;30/9/2021;Septiembre;12:00:00;Jueves;Lunes a viernes;Diurno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;260;30/9/2021;Septiembre;15:30:00;Jueves;Lunes a viernes;Diurno;Calle;Vuelco / despistes
Ministerio de Seguridad;028;7/10/2021;Octubre;13:00:00;Jueves;Lunes a viernes;Diurno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;091;23/10/2021;Octubre;17:50:00;Sábado;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;028;22/11/2021;Noviembre;Sin determinar;Lunes;Lunes a viernes;Sin determinar;Sin determinar;Colisión Vehículo / persona
Ministerio de Seguridad;434;21/1/2021;Enero;15:50;Jueves;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio Público Fiscal;434;26/1/2021;Enero;Sin determinar;Martes;Lunes a viernes;Sin determinar;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;434;26/1/2021;Enero;16:30;Martes;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;434;10/3/2021;Marzo;10:10;Miércoles;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;434;2/4/2021;Abril;Sin determinar;Viernes;Lunes a viernes;Sin determinar;Calle;Sin determinar
Ministerio Público Fiscal;434;25/5/2021;Mayo;06:40:00;Martes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio Público Fiscal;434;9/8/2021;Agosto;04:50:00;Lunes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;434;20/10/2021;Octubre;10:35:00;Miércoles;Lunes a viernes;Diurno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;441;1/1/2021;Enero;06:40;Viernes;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;441;3/1/2021;Enero;08:23;Domingo;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;441;4/1/2021;Enero;21:48;Lunes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;441;7/1/2021;Enero;10:15;Jueves;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;441;22/1/2021;Enero;00:00;Viernes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;441;24/1/2021;Enero;13:25;Domingo;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;441;23/1/2021;Enero;16:50;Sábado;Sábados y domingos;Diurno;Ruta Provincial;Colisión Vehículo / vehículo
Ministerio de Seguridad;441;1/2/2021;Febrero;00:30;Lunes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;441;11/2/2021;Febrero;11:30;Jueves;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio Público Fiscal;441;21/2/2021;Febrero;00:20:00;Domingo;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;441;27/2/2021;Febrero;00:45;Sábado;Sábados y domingos;Nocturno;Autopista / Autovía;Sin determinar
Ministerio de Seguridad;441;8/3/2021;Marzo;15:20;Lunes;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;441;13/3/2021;Marzo;20:25;Sábado;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;441;17/3/2021;Marzo;Sin determinar;Miércoles;Lunes a viernes;Sin determinar;Ruta Provincial;Colisión Vehículo / vehículo
Ministerio de Seguridad;441;22/3/2021;Marzo;14:00;Lunes;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;441;23/3/2021;Marzo;13:44;Martes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;441;26/3/2021;Marzo;09:35;Viernes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;441;29/3/2021;Marzo;19:45;Lunes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;441;1/4/2021;Abril;13:35;Jueves;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;441;4/4/2021;Abril;Sin determinar;Domingo;Sábados y domingos;Sin determinar;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;441;19/4/2021;Abril;16:15;Lunes;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;441;29/4/2021;Abril;10:30;Jueves;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;441;1/5/2021;Mayo;19:00;Sábado;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;441;1/5/2021;Mayo;12:00;Sábado;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;441;22/5/2021;Mayo;19:00;Sábado;Sábados y domingos;Diurno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;441;8/6/2021;Junio;15:40;Martes;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;441;12/6/2021;Junio;12:00;Sábado;Sábados y domingos;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;441;12/6/2021;Junio;22:00;Sábado;Sábados y domingos;Nocturno;Calle;Vuelco / despistes
Ministerio de Seguridad;441;19/6/2021;Junio;04:40;Sábado;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;441;23/6/2021;Junio;19:00;Miércoles;Lunes a viernes;Diurno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;441;6/7/2021;Julio;06:00:00;Martes;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;441;13/7/2021;Julio;18:30:00;Martes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;441;15/7/2021;Julio;17:30:00;Jueves;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;441;25/7/2021;Julio;02:00:00;Domingo;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio Público Fiscal;441;31/7/2021;Julio;19:26:00;Sábado;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar
Ministerio Público Fiscal;441;4/9/2021;Septiembre;10:10:00;Sábado;Sábados y domingos;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio Público Fiscal;441;4/9/2021;Septiembre;14:10:00;Sábado;Sábados y domingos;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;441;5/9/2021;Septiembre;05:55:00;Domingo;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;441;17/9/2021;Septiembre;11:00:00;Viernes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;441;22/9/2021;Septiembre;10:30:00;Miércoles;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio Público Fiscal;441;16/9/2021;Septiembre;20:30:00;Jueves;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;441;29/9/2021;Septiembre;07:50:00;Miércoles;Lunes a viernes;Diurno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;441;30/9/2021;Septiembre;13:10:00;Jueves;Lunes a viernes;Diurno;Autopista / Autovía;Colisión Vehículo / vehículo
Ministerio de Seguridad;441;5/10/2021;Octubre;21:30:00;Martes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio Público Fiscal;441;9/10/2021;Octubre;20:00:00;Sábado;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;441;10/10/2021;Octubre;01:45:00;Domingo;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;441;17/10/2021;Octubre;04:55:00;Domingo;Sábados y domingos;Nocturno;Calle;Colisión Vehículo  / objeto
Ministerio de Seguridad;441;19/10/2021;Octubre;16:00:00;Martes;Lunes a viernes;Diurno;Ruta Provincial;Colisión Vehículo / vehículo
Ministerio de Seguridad;441;1/11/2021;Noviembre;Sin determinar;Lunes;Lunes a Viernes;Sin determinar;Calle;Sin determinar
Ministerio de Seguridad;441;12/11/2021;Noviembre;16:55:00;Viernes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;441;26/12/2021;Enero;14:00:00;Lunes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;630;24/1/2021;Enero;01:00;Domingo;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;308;6/3/2021;Marzo;18:50;Sábado;Sábados y domingos;Diurno;Calle;Vuelco / despistes
Ministerio de Seguridad;238;18/9/2021;Septiembre;07:00:00;Sábado;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;658;21/12/2021;Diciembre;06:15:00;Domingo;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;658;8/1/2021;Enero;22:50;Viernes;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;658;12/1/2021;Enero;01:30;Martes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;058;2/2/2021;Febrero;22:35;Martes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;058;12/2/2021;Febrero;08:50;Viernes;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;658;21/2/2021;Febrero;05:00;Domingo;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;058;28/2/2021;Febrero;22:10;Domingo;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;658;12/3/2021;Marzo;02:50;Viernes;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;658;15/3/2021;Marzo;11:20;Lunes;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;058;16/3/2021;Marzo;17:20;Martes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;658;18/3/2021;Marzo;17:28;Jueves;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;658;31/3/2021;Marzo;00:14;Miércoles;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;658;14/4/2021;Abril;22:00;Miércoles;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio Público Fiscal;658;22/4/2021;Abril;10,50hs ;Jueves;Lunes a viernes;Diurno;Calle;Colisión Vehículo / persona
Ministerio Público Fiscal;658;22/4/2021;Abril;11,00hs. ;Jueves;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;658;19/5/2021;Mayo;21:00:00;Miércoles;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;658;11/6/2021;Junio;16:00;Viernes;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;658;29/6/2021;Junio;00:30;Martes;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio Público Fiscal;658;3/7/2021;Julio;07:20:00;Sábado;Sábados y domingos;Diurno;Calle;Colisión Vehículo  / objeto
Ministerio de Seguridad;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;658;6/8/2021;Agosto;14:40:00;Viernes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;658;8/8/2021;Agosto;07:25:00;Domingo;Sábados y domingos;Diurno;Calle;Sin determinar
