Origen de la base;Código de partido;Fecha del hecho;Mes;Hora del hecho;Diurno/Nocturno;Edad;Edad agrupada;Sexo
Ministerio de Seguridad;427;24/11/2018;Noviembre;22:00:00;Nocturno;41;35 a 44;Varón
Ministerio de Seguridad;427;21/11/2018;Noviembre;17:30:00;Diurno;49;45 a 54;Varón
Ministerio de Seguridad;427;28/11/2018;Noviembre;09:50:00;Diurno;57;55 a 64;Varón
Ministerio de Seguridad;427;1/12/2018;Diciembre;15:30:00;Diurno;19;15 a 24;Varón
Ministerio de Seguridad;427;3/12/2018;Diciembre;12:10:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;427;8/12/2018;Diciembre;12:45:00;Diurno;43;35 a 44;Mujer
Ministerio de Seguridad;427;9/12/2018;Diciembre;03:30:00;Nocturno;24;15 a 24;Varón
Ministerio de Seguridad;427;6/12/2018;Diciembre;14:30:00;Diurno;44;35 a 44;Varón
Ministerio de Seguridad;427;6/12/2018;Diciembre;19:40:00;Nocturno;53;45 a 54;Varón
Ministerio de Seguridad;427;11/12/2018;Diciembre;17:55:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;427;7/12/2018;Diciembre;15:15:00;Diurno;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;427;14/12/2018;Diciembre;09:00:00;Diurno;41;35 a 44;Mujer
Ministerio de Seguridad;427;21/12/2018;Diciembre;23:15:00;Nocturno;45;45 a 54;Varón
Ministerio de Seguridad;427;18/12/2018;Diciembre;14:10:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;427;22/12/2018;Diciembre;19:20:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;539;1/1/2018;Enero;06:10:00;Nocturno;43;35 a 44;Mujer
Ministerio de Seguridad;329;6/1/2018;Enero;13:00:00;Diurno;26;25 a 34;Mujer
Ministerio de Seguridad;539;9/1/2018;Enero;08:40:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;525;9/1/2018;Enero;16:10:00;Diurno;28;25 a 34;Varón
Ministerio de Seguridad;539;10/1/2018;Enero;21:00:00;Nocturno;58;55 a 64;Mujer
Ministerio de Seguridad;539;12/1/2018;Enero;21:30:00;Nocturno;23;15 a 24;Varón
Ministerio de Seguridad;539;18/1/2018;Enero;16:30:00;Diurno;30;25 a 34;Varón
Ministerio de Seguridad;539;29/1/2018;Enero;10:50:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;539;29/1/2018;Enero;10:50:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;539;29/1/2018;Enero;10:50:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;539;28/1/2018;Enero;02:20:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;539;28/1/2018;Enero;02:20:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;539;31/1/2018;Enero;16:40:00;Diurno;21;15 a 24;Varón
Ministerio de Seguridad;539;1/2/2018;Febrero;14:20:00;Diurno;38;35 a 44;Varón
Ministerio de Seguridad;539;2/2/2018;Febrero;00:00:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;539;7/2/2018;Febrero;04:45:00;Nocturno;18;15 a 24;Varón
Ministerio de Seguridad;539;19/2/2018;Febrero;21:05:00;Nocturno;52;45 a 54;Mujer
Ministerio de Seguridad;539;20/2/2018;Febrero;12:00:00;Diurno;39;35 a 44;Varón
Ministerio de Seguridad;539;28/2/2018;Febrero;10:16:00;Diurno;13;5 a 14;Mujer
Ministerio de Seguridad;525;23/2/2018;Febrero;11:20:00;Diurno;45;45 a 54;Varón
Ministerio de Seguridad;539;4/3/2018;Marzo;00:00:00;Nocturno;22;15 a 24;Mujer
Ministerio de Seguridad;539;5/3/2018;Marzo;19:30:00;Nocturno;1;0 a 4;Varón
Ministerio de Seguridad;539;5/3/2018;Marzo;19:30:00;Nocturno;23;15 a 24;Mujer
Ministerio de Seguridad;539;8/3/2018;Marzo;10:10:00;Diurno;36;35 a 44;Varón
Ministerio de Seguridad;539;16/3/2018;Marzo;05:35:00;Nocturno;31;25 a 34;Varón
Ministerio de Seguridad;525;16/3/2018;Marzo;11:00:00;Diurno;66;65 a 74;Varón
Ministerio de Seguridad;539;21/3/2018;Marzo;14:15:00;Diurno;37;35 a 44;Varón
Ministerio de Seguridad;539;17/3/2018;Marzo;20:09:00;Nocturno;26;25 a 34;Mujer
Ministerio de Seguridad;539;18/3/2018;Marzo;16:25:00;Diurno;31;25 a 34;Varón
Ministerio de Seguridad;539;18/3/2018;Marzo;16:25:00;Diurno;46;45 a 54;Varón
Ministerio de Seguridad;539;3/4/2018;Abril;16:20:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;539;6/4/2018;Abril;03:00:00;Nocturno;21;15 a 24;Mujer
Ministerio de Seguridad;760;14/3/2018;Marzo;07:30:00;Diurno;36;35 a 44;Varón
Ministerio de Seguridad;515;17/6/2018;Junio;20:00:00;Nocturno;21;15 a 24;Varón
Ministerio de Seguridad;760;18/3/2018;Marzo;21:00:00;Nocturno;30;25 a 34;Varón
Ministerio de Seguridad;760;16/3/2018;Marzo;23:00:00;Nocturno;24;15 a 24;Mujer
Ministerio de Seguridad;638;21/3/2018;Marzo;07:10:00;Diurno;42;35 a 44;Mujer
Ministerio de Seguridad;760;22/3/2018;Marzo;13:30:00;Diurno;21;15 a 24;Varón
Ministerio de Seguridad;638;22/3/2018;Marzo;22:00:00;Nocturno;21;15 a 24;Varón
Ministerio de Seguridad;638;24/3/2018;Marzo;16:24:00;Diurno;24;15 a 24;Varón
Ministerio de Seguridad;638;24/3/2018;Marzo;22:45:00;Nocturno;22;15 a 24;Varón
Ministerio de Seguridad;638;24/3/2018;Marzo;22:45:00;Nocturno;22;15 a 24;Varón
Ministerio de Seguridad;638;25/3/2018;Marzo;17:00:00;Diurno;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;638;26/3/2018;Marzo;18:40:00;Diurno;53;45 a 54;Mujer
Ministerio de Seguridad;412;28/3/2018;Marzo;19:50:00;Nocturno;66;65 a 74;Mujer
Ministerio de Seguridad;515;30/3/2018;Marzo;22:55:00;Nocturno;41;35 a 44;Varón
Ministerio de Seguridad;515;30/3/2018;Marzo;22:55:00;Nocturno;41;35 a 44;Varón
Ministerio de Seguridad;515;30/3/2018;Marzo;22:55:00;Nocturno;10;5 a 14;Varón
Ministerio de Seguridad;515;30/3/2018;Marzo;22:55:00;Nocturno;7;5 a 14;Mujer
Ministerio de Seguridad;515;31/3/2018;Marzo;19:00:00;Diurno;30;25 a 34;Varón
Ministerio de Seguridad;515;3/4/2018;Abril;08:30:00;Diurno;32;25 a 34;Varón
Ministerio de Seguridad;515;8/4/2018;Abril;11:30:00;Diurno;45;45 a 54;Mujer
Ministerio de Seguridad;412;8/4/2018;Abril;13:40:00;Diurno;31;25 a 34;Mujer
Ministerio de Seguridad;638;9/4/2018;Abril;13:20:00;Diurno;20;15 a 24;Varón
Ministerio de Seguridad;638;9/4/2018;Abril;13:20:00;Diurno;19;15 a 24;Varón
Ministerio de Seguridad;760;9/4/2018;Abril;16:50:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;760;11/4/2018;Abril;19:10:00;Nocturno;31;25 a 34;Varón
Ministerio de Seguridad;760;12/4/2018;Abril;17:30:00;Diurno;53;45 a 54;Varón
Ministerio de Seguridad;515;14/4/2018;Abril;17:00:00;Diurno;10;5 a 14;Mujer
Ministerio de Seguridad;638;18/4/2018;Abril;09:30:00;Diurno;28;25 a 34;Mujer
Ministerio de Seguridad;638;17/4/2018;Abril;20:00:00;Nocturno;29;25 a 34;Varón
Ministerio de Seguridad;638;20/4/2018;Abril;14:20:00;Diurno;24;15 a 24;Varón
Ministerio de Seguridad;638;21/4/2018;Abril;18:00:00;Diurno;28;25 a 34;Varón
Ministerio de Seguridad;760;23/4/2018;Abril;19:20:00;Nocturno;30;25 a 34;Varón
Ministerio de Seguridad;412;6/4/2018;Abril;07:00:00;Nocturno;51;45 a 54;Varón
Ministerio de Seguridad;412;26/4/2018;Abril;18:53:00;Diurno;47;45 a 54;Varón
Ministerio de Seguridad;412;26/4/2018;Abril;18:53:00;Diurno;17;15 a 24;Mujer
Ministerio de Seguridad;760;28/4/2018;Abril;09:40:00;Diurno;53;45 a 54;Varón
Ministerio de Seguridad;760;2/5/2018;Mayo;18:45:00;Diurno;32;25 a 34;Mujer
Ministerio de Seguridad;760;2/5/2018;Mayo;18:45:00;Diurno;33;25 a 34;Varón
Ministerio de Seguridad;760;2/5/2018;Mayo;18:45:00;Diurno;9;5 a 14;Varón
Ministerio de Seguridad;760;2/5/2018;Mayo;18:45:00;Diurno;11;5 a 14;Mujer
Ministerio de Seguridad;412;3/5/2018;Mayo;20:30:00;Nocturno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;638;4/5/2018;Mayo;__:__:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;760;5/5/2018;Mayo;12:50:00;Diurno;30;25 a 34;Mujer
Ministerio de Seguridad;760;4/5/2018;Mayo;14:20:00;Diurno;5;5 a 14;Mujer
Ministerio de Seguridad;515;8/5/2018;Mayo;05:40:00;Nocturno;28;25 a 34;Varón
Ministerio de Seguridad;638;10/5/2018;Mayo;10:00:00;Diurno;38;35 a 44;Varón
Ministerio de Seguridad;760;11/5/2018;Mayo;10:30:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;515;16/5/2018;Mayo;15:50:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;515;20/5/2018;Mayo;06:20:00;Nocturno;55;55 a 64;Varón
Ministerio de Seguridad;515;19/5/2018;Mayo;__:__:00;Nocturno;37;35 a 44;Mujer
Ministerio de Seguridad;638;21/5/2018;Mayo;08:10:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;760;24/5/2018;Mayo;23:15:00;Nocturno;22;15 a 24;Mujer
Ministerio de Seguridad;638;22/5/2018;Mayo;07:00:00;Nocturno;19;15 a 24;Varón
Ministerio de Seguridad;760;27/5/2018;Mayo;08:00:00;Diurno;34;25 a 34;Varón
Ministerio de Seguridad;760;27/5/2018;Mayo;08:00:00;Diurno;28;25 a 34;Mujer
Ministerio de Seguridad;760;25/5/2018;Mayo;10:35:00;Diurno;51;45 a 54;Varón
Ministerio de Seguridad;805;18/6/2018;Junio;00:00:00;Nocturno;33;25 a 34;Varón
Ministerio de Seguridad;756;19/6/2018;Junio;09:30:00;Diurno;49;45 a 54;Varón
Ministerio de Seguridad;749;16/6/2018;Junio;18:00:00;Diurno;39;35 a 44;Mujer
Ministerio de Seguridad;749;16/6/2018;Junio;18:00:00;Diurno;16;15 a 24;Varón
Ministerio de Seguridad;749;16/6/2018;Junio;18:00:00;Diurno;27;25 a 34;Varón
Ministerio de Seguridad;861;19/6/2018;Junio;17:13:00;Diurno;25;25 a 34;Varón
Ministerio de Seguridad;756;16/6/2018;Junio;21:20:00;Nocturno;26;25 a 34;Mujer
Ministerio de Seguridad;756;19/6/2018;Junio;11:55:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;861;20/6/2018;Junio;13:20:00;Diurno;50;45 a 54;Varón
Ministerio de Seguridad;805;16/6/2018;Junio;00:00:00;Nocturno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;861;23/6/2018;Junio;14:00:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;861;27/6/2018;Junio;11:15:00;Diurno;85;75 y más;Mujer
Ministerio de Seguridad;805;23/6/2018;Junio;00:00:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;756;29/6/2018;Junio;18:30:00;Diurno;25;25 a 34;Varón
Ministerio de Seguridad;805;28/6/2018;Junio;00:00:00;Nocturno;16;15 a 24;Mujer
Ministerio de Seguridad;861;1/7/2018;Julio;14:30:00;Diurno;49;45 a 54;Varón
Ministerio de Seguridad;861;3/7/2018;Julio;14:00:00;Diurno;30;25 a 34;Varón
Ministerio de Seguridad;861;3/7/2018;Julio;19:00:00;Diurno;26;25 a 34;Varón
Ministerio de Seguridad;749;4/7/2018;Julio;07:50:00;Diurno;49;45 a 54;Varón
Ministerio de Seguridad;805;8/7/2018;Julio;20:30:00;Nocturno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;861;10/7/2018;Julio;14:40:00;Diurno;36;35 a 44;Varón
Ministerio de Seguridad;756;10/7/2018;Julio;18:50:00;Diurno;32;25 a 34;Mujer
Ministerio de Seguridad;749;11/7/2018;Julio;18:46:00;Diurno;79;75 y más;Varón
Ministerio de Seguridad;805;6/7/2018;Julio;00:00:00;Nocturno;39;35 a 44;Mujer
Ministerio de Seguridad;861;12/7/2018;Julio;18:10:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;805;11/7/2018;Julio;14:05:00;Diurno;22;15 a 24;Varón
Ministerio de Seguridad;756;2/7/2018;Julio;0,25;Nocturno;40;35 a 44;Varón
Ministerio de Seguridad;756;17/7/2018;Julio;00:00:00;Nocturno;29;25 a 34;Varón
Ministerio de Seguridad;805;18/7/2018;Julio;19:00:00;Diurno;36;35 a 44;Varón
Ministerio de Seguridad;756;20/7/2018;Julio;08:50:00;Diurno;46;45 a 54;Mujer
Ministerio de Seguridad;749;23/7/2018;Julio;20:10:00;Nocturno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;861;25/7/2018;Julio;09:30:00;Diurno;26;25 a 34;Varón
Ministerio de Seguridad;861;25/7/2018;Julio;20:15:00;Nocturno;21;15 a 24;Mujer
Ministerio de Seguridad;805;31/7/2018;Julio;18:50:00;Diurno;11;5 a 14;Mujer
Ministerio de Seguridad;756;1/8/2018;Agosto;22:40:00;Nocturno;30;25 a 34;Mujer
Ministerio de Seguridad;756;4/8/2018;Agosto;23:10:00;Nocturno;19;15 a 24;Varón
Ministerio de Seguridad;861;3/8/2018;Agosto;06:50:00;Nocturno;26;25 a 34;Mujer
Ministerio de Seguridad;749;5/8/2018;Agosto;09:00:00;Diurno;32;25 a 34;Varón
Ministerio de Seguridad;756;1/8/2018;Agosto;12:30:00;Diurno;56;55 a 64;Mujer
Ministerio de Seguridad;756;7/8/2018;Agosto;00:00:00;Nocturno;32;25 a 34;Varón
Ministerio de Seguridad;805;7/8/2018;Agosto;00:00:00;Nocturno;57;55 a 64;Mujer
Ministerio de Seguridad;805;14/8/2018;Agosto;08:20:00;Diurno;48;45 a 54;Mujer
Ministerio de Seguridad;805;23/8/2018;Agosto;00:00:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;805;24/8/2018;Agosto;15:10:00;Diurno;24;15 a 24;Varón
Ministerio de Seguridad;861;24/8/2018;Agosto;13:20:00;Diurno;56;55 a 64;Varón
Ministerio de Seguridad;756;21/8/2018;Agosto;21:00:00;Nocturno;42;35 a 44;Varón
Ministerio de Seguridad;861;28/8/2018;Agosto;09:20:00;Diurno;45;45 a 54;Varón
Ministerio de Seguridad;756;27/8/2018;Agosto;10:50:00;Diurno;44;35 a 44;Varón
Ministerio de Seguridad;805;23/8/2018;Agosto;00:00:00;Nocturno;63;55 a 64;Varón
Ministerio de Seguridad;861;29/8/2018;Agosto;15:20:00;Diurno;18;15 a 24;Mujer
Ministerio de Seguridad;749;29/8/2018;Agosto;00:40:00;Nocturno;20;15 a 24;Mujer
Ministerio de Seguridad;749;29/8/2018;Agosto;00:40:00;Nocturno;39;35 a 44;Varón
Ministerio de Seguridad;756;28/8/2018;Agosto;21:00:00;Nocturno;6;5 a 14;Varón
Ministerio de Seguridad;756;28/8/2018;Agosto;21:00:00;Nocturno;36;35 a 44;Varón
Ministerio de Seguridad;756;30/8/2018;Agosto;14:20:00;Diurno;4;0 a 4;Mujer
Ministerio de Seguridad;749;29/8/2018;Agosto;13:40:00;Diurno;25;25 a 34;Varón
Ministerio de Seguridad;371;28/9/2018;Septiembre;18:00:00;Diurno;17;15 a 24;Varón
Ministerio de Seguridad;840;19/9/2018;Septiembre;12:15:00;Diurno;66;65 a 74;Varón
Ministerio de Seguridad;840;21/9/2018;Septiembre;21:00:00;Nocturno;29;25 a 34;Varón
Ministerio de Seguridad;840;26/9/2018;Septiembre;17:30:00;Diurno;19;15 a 24;Mujer
Ministerio de Seguridad;371;13/10/2018;Octubre;00:00:00;Nocturno;30;25 a 34;Varón
Ministerio de Seguridad;371;14/10/2018;Octubre;20:24:00;Nocturno;49;45 a 54;Mujer
Ministerio de Seguridad;840;12/10/2018;Octubre;14:50:00;Diurno;27;25 a 34;Varón
Ministerio de Seguridad;371;16/10/2018;Octubre;10:45:00;Diurno;25;25 a 34;Varón
Ministerio de Seguridad;840;19/10/2018;Octubre;08:15:00;Diurno;72;65 a 74;Varón
Ministerio de Seguridad;371;25/10/2018;Octubre;20:51:00;Nocturno;20;15 a 24;Mujer
Ministerio de Seguridad;371;25/10/2018;Octubre;20:51:00;Nocturno;40;35 a 44;Varón
Ministerio de Seguridad;371;25/10/2018;Octubre;20:51:00;Nocturno;31;25 a 34;Varón
Ministerio de Seguridad;840;29/10/2018;Octubre;18:45:00;Diurno;29;25 a 34;Mujer
Ministerio de Seguridad;371;30/10/2018;Octubre;00:00:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;840;30/10/2018;Octubre;10:30:00;Diurno;32;25 a 34;Varón
Ministerio de Seguridad;840;2/11/2018;Noviembre;08:05:00;Diurno;29;25 a 34;Varón
Ministerio de Seguridad;840;2/11/2018;Noviembre;08:05:00;Diurno;26;25 a 34;Varón
Ministerio de Seguridad;371;1/11/2018;Noviembre;21:07:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;371;5/11/2018;Noviembre;06:45:00;Nocturno;54;45 a 54;Mujer
Ministerio de Seguridad;840;7/11/2018;Noviembre;20:10:00;Nocturno;19;15 a 24;Varón
Ministerio de Seguridad;371;13/11/2018;Noviembre;12:15:00;Diurno;74;65 a 74;Varón
Ministerio de Seguridad;371;14/11/2018;Noviembre;14:35:00;Diurno;68;65 a 74;Mujer
Ministerio de Seguridad;371;15/11/2018;Noviembre;08:00:00;Diurno;20;15 a 24;Varón
Ministerio de Seguridad;371;17/11/2018;Noviembre;18:30:00;Diurno;37;35 a 44;Varón
Ministerio de Seguridad;371;17/11/2018;Noviembre;18:30:00;Diurno;24;15 a 24;Varón
Ministerio de Seguridad;840;17/11/2018;Noviembre;22:30:00;Nocturno;31;25 a 34;Varón
Ministerio de Seguridad;840;18/11/2018;Noviembre;17:30:00;Diurno;30;25 a 34;Varón
Ministerio de Seguridad;371;23/11/2018;Noviembre;17:30:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;371;28/11/2018;Noviembre;16:20:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;840;4/12/2018;Diciembre;16:50:00;Diurno;44;35 a 44;Varón
Ministerio de Seguridad;371;5/12/2018;Diciembre;00:00:00;Nocturno;60;55 a 64;Varón
Ministerio de Seguridad;371;7/12/2018;Diciembre;15:11:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;371;10/12/2018;Diciembre;06:50:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;371;8/12/2018;Diciembre;16:00:00;Diurno;38;35 a 44;Mujer
Ministerio de Seguridad;371;8/12/2018;Diciembre;16:00:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;840;12/12/2018;Diciembre;15:20:00;Diurno;33;25 a 34;Varón
Ministerio de Seguridad;371;26/12/2018;Diciembre;23:00:00;Nocturno;23;15 a 24;Varón
Ministerio de Seguridad;840;29/12/2018;Diciembre;11:20:00;Diurno;32;25 a 34;Varón
Ministerio de Seguridad;638;5/1/2018;Enero;02:15:00;Nocturno;22;15 a 24;Varón
Ministerio de Seguridad;412;11/1/2018;Enero;16:00:00;Diurno;51;45 a 54;Mujer
Ministerio de Seguridad;638;15/1/2018;Enero;17:50:00;Diurno;45;45 a 54;Varón
Ministerio de Seguridad;638;11/1/2018;Enero;14:20:00;Diurno;43;35 a 44;Varón
Ministerio de Seguridad;638;17/1/2018;Enero;23:05:00;Nocturno;49;45 a 54;Mujer
Ministerio de Seguridad;760;23/1/2018;Enero;18:00:00;Diurno;29;25 a 34;Mujer
Ministerio de Seguridad;760;23/1/2018;Enero;18:00:00;Diurno;32;25 a 34;Varón
Ministerio de Seguridad;760;23/1/2018;Enero;15:15:00;Diurno;61;55 a 64;Varón
Ministerio de Seguridad;515;25/1/2018;Enero;__:__:00;Nocturno;35;35 a 44;Varón
Ministerio de Seguridad;515;27/1/2018;Enero;18:30:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;412;30/1/2018;Enero;22:00:00;Nocturno;16;15 a 24;Mujer
Ministerio de Seguridad;760;1/2/2018;Febrero;22:30:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;638;1/2/2018;Febrero;00:00:00;Nocturno;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;638;1/2/2018;Febrero;16:00:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;638;7/2/2018;Febrero;18:30:00;Diurno;31;25 a 34;Mujer
Ministerio de Seguridad;760;10/2/2018;Febrero;15:24:00;Diurno;31;25 a 34;Varón
Ministerio de Seguridad;760;7/2/2018;Febrero;19:40:00;Nocturno;18;15 a 24;Varón
Ministerio de Seguridad;408;14/9/2018;Septiembre;00:20:00;Nocturno;32;25 a 34;Varón
Ministerio de Seguridad;410;16/9/2018;Septiembre;01:50:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;568;17/9/2018;Septiembre;15:00:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;568;18/9/2018;Septiembre;22:15:00;Nocturno;32;25 a 34;Varón
Ministerio de Seguridad;568;21/9/2018;Septiembre;19:30:00;Nocturno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;568;24/9/2018;Septiembre;23:05:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;410;26/9/2018;Septiembre;13:40:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;410;27/9/2018;Septiembre;21:15:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;568;27/9/2018;Septiembre;21:00:00;Nocturno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;568;27/9/2018;Septiembre;21:00:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;410;2/10/2018;Octubre;09:20:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;568;8/10/2018;Octubre;02:30:00;Nocturno;26;25 a 34;Varón
Ministerio de Seguridad;568;10/10/2018;Octubre;07:55:00;Diurno;27;25 a 34;Varón
Ministerio de Seguridad;568;10/10/2018;Octubre;07:00:00;Nocturno;9;5 a 14;Mujer
Ministerio de Seguridad;568;10/10/2018;Octubre;07:00:00;Nocturno;16;15 a 24;Mujer
Ministerio de Seguridad;568;10/10/2018;Octubre;07:00:00;Nocturno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;568;10/10/2018;Octubre;07:00:00;Nocturno;26;25 a 34;Mujer
Ministerio de Seguridad;568;12/10/2018;Octubre;11:00:00;Diurno;38;35 a 44;Varón
Ministerio de Seguridad;568;14/10/2018;Octubre;05:30:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;410;16/10/2018;Octubre;17:00:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;568;19/10/2018;Octubre;16:30:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;408;19/10/2018;Octubre;08:30:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;568;22/10/2018;Octubre;22:15:00;Nocturno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;568;24/10/2018;Octubre;15:00:00;Diurno;27;25 a 34;Varón
Ministerio de Seguridad;568;26/10/2018;Octubre;19:15:00;Nocturno;30;25 a 34;Varón
Ministerio de Seguridad;408;25/10/2018;Octubre;18:45:00;Diurno;21;15 a 24;Varón
Ministerio de Seguridad;568;28/10/2018;Octubre;00:35:00;Nocturno;22;15 a 24;Varón
Ministerio de Seguridad;568;29/10/2018;Octubre;10:50:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;568;23/10/2018;Octubre;19:15:00;Nocturno;27;25 a 34;Varón
Ministerio de Seguridad;568;31/10/2018;Octubre;13:10:00;Diurno;11;5 a 14;Varón
Ministerio de Seguridad;568;31/10/2018;Octubre;13:10:00;Diurno;17;15 a 24;Varón
Ministerio de Seguridad;568;5/11/2018;Noviembre;20:00:00;Nocturno;36;35 a 44;Varón
Ministerio de Seguridad;568;6/11/2018;Noviembre;05:45:00;Nocturno;29;25 a 34;Mujer
Ministerio de Seguridad;568;7/11/2018;Noviembre;11:00:00;Diurno;27;25 a 34;Varón
Ministerio de Seguridad;410;7/11/2018;Noviembre;10:05:00;Diurno;29;25 a 34;Mujer
Ministerio de Seguridad;410;7/11/2018;Noviembre;10:05:00;Diurno;31;25 a 34;Mujer
Ministerio de Seguridad;410;9/11/2018;Noviembre;16:10:00;Diurno;48;45 a 54;Varón
Ministerio de Seguridad;568;19/11/2018;Noviembre;22:30:00;Nocturno;35;35 a 44;Varón
Ministerio de Seguridad;568;19/11/2018;Noviembre;06:30:00;Nocturno;38;35 a 44;Varón
Ministerio de Seguridad;568;19/11/2018;Noviembre;07:30:00;Diurno;36;35 a 44;Varón
Ministerio de Seguridad;408;23/11/2018;Noviembre;17:30:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;410;24/11/2018;Noviembre;08:30:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;568;26/11/2018;Noviembre;09:00:00;Diurno;28;25 a 34;Varón
Ministerio de Seguridad;568;26/11/2018;Noviembre;10:00:00;Diurno;60;55 a 64;Varón
Ministerio de Seguridad;568;27/11/2018;Noviembre;18:30:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;568;9/12/2018;Diciembre;07:39:00;Diurno;27;25 a 34;Varón
Ministerio de Seguridad;568;9/12/2018;Diciembre;16:00:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;568;12/12/2018;Diciembre;21:15:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;410;13/12/2018;Diciembre;11:30:00;Diurno;40;35 a 44;Varón
Ministerio de Seguridad;568;14/12/2018;Diciembre;07:00:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;568;14/12/2018;Diciembre;11:00:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;568;16/12/2018;Diciembre;12:20:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;568;20/12/2018;Diciembre;12:20:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;568;20/12/2018;Diciembre;17:30:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;568;20/12/2018;Diciembre;17:30:00;Diurno;31;25 a 34;Mujer
Ministerio de Seguridad;568;19/3/2018;Marzo;11:40:00;Diurno;67;65 a 74;Varón
Ministerio de Seguridad;568;19/3/2018;Marzo;11:40:00;Diurno;50;45 a 54;Mujer
Ministerio de Seguridad;410;21/3/2018;Marzo;20:50:00;Nocturno;23;15 a 24;Mujer
