Origen de la base;Código de partido;Fecha del hecho;Mes;Hora del hecho;Diurno/Nocturno;Edad;Edad agrupada;Sexo
Ministerio de Seguridad;840;31/1/2018;Enero;19:00:00;Diurno;35;35 a 44;Varón
Ministerio de Seguridad;371;31/1/2018;Enero;07:30:00;Diurno;29;25 a 34;Mujer
Ministerio de Seguridad;840;2/2/2018;Febrero;16:50:00;Diurno;40;35 a 44;Varón
Ministerio de Seguridad;840;2/2/2018;Febrero;20:20:00;Nocturno;31;25 a 34;Varón
Ministerio de Seguridad;840;3/2/2018;Febrero;00:00:00;Nocturno;26;25 a 34;Mujer
Ministerio de Seguridad;840;7/2/2018;Febrero;19:30:00;Nocturno;21;15 a 24;Varón
Ministerio de Seguridad;371;8/2/2018;Febrero;12:00:00;Diurno;32;25 a 34;Varón
Ministerio de Seguridad;371;13/2/2018;Febrero;17:30:00;Diurno;17;15 a 24;Varón
Ministerio de Seguridad;840;17/2/2018;Febrero;08:20:00;Diurno;55;55 a 64;Mujer
Ministerio de Seguridad;371;19/2/2018;Febrero;10:00:00;Diurno;47;45 a 54;Varón
Ministerio de Seguridad;840;22/2/2018;Febrero;12:45:00;Diurno;49;45 a 54;Varón
Ministerio de Seguridad;840;23/2/2018;Febrero;16:00:00;Diurno;44;35 a 44;Varón
Ministerio de Seguridad;371;7/3/2018;Marzo;00:00:00;Nocturno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;371;7/3/2018;Marzo;00:00:00;Nocturno;11;5 a 14;Varón
Ministerio de Seguridad;840;9/3/2018;Marzo;14:30:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;840;9/3/2018;Marzo;14:30:00;Diurno;29;25 a 34;Mujer
Ministerio de Seguridad;371;9/3/2018;Marzo;22:00:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;371;9/3/2018;Marzo;22:00:00;Nocturno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;371;6/3/2018;Marzo;07:40:00;Diurno;40;35 a 44;Mujer
Ministerio de Seguridad;371;6/3/2018;Marzo;07:40:00;Diurno;7;5 a 14;Mujer
Ministerio de Seguridad;371;20/3/2018;Marzo;01:30:00;Nocturno;27;25 a 34;Varón
Ministerio de Seguridad;371;18/3/2018;Marzo;23:00:00;Nocturno;26;25 a 34;Mujer
Ministerio de Seguridad;371;18/3/2018;Marzo;23:00:00;Nocturno;26;25 a 34;Varón
Ministerio de Seguridad;371;16/3/2018;Marzo;00:00:00;Nocturno;32;25 a 34;Varón
Ministerio de Seguridad;840;28/3/2018;Marzo;09:40:00;Diurno;21;15 a 24;Varón
Ministerio de Seguridad;371;22/3/2018;Marzo;06:45:00;Nocturno;26;25 a 34;Varón
Ministerio de Seguridad;371;19/3/2018;Marzo;00:00:00;Nocturno;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;840;26/3/2018;Marzo;18:00:00;Diurno;47;45 a 54;Varón
Ministerio de Seguridad;840;24/3/2018;Marzo;14:00:00;Diurno;32;25 a 34;Varón
Ministerio de Seguridad;371;2/4/2018;Abril;00:00:00;Nocturno;39;35 a 44;Mujer
Ministerio de Seguridad;840;7/4/2018;Abril;14:50:00;Diurno;39;35 a 44;Varón
Ministerio de Seguridad;371;9/4/2018;Abril;12:00:00;Diurno;31;25 a 34;Varón
Ministerio de Seguridad;371;9/4/2018;Abril;08:00:00;Diurno;39;35 a 44;Varón
Ministerio de Seguridad;840;11/4/2018;Abril;00:00:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;840;11/4/2018;Abril;00:00:00;Nocturno;22;15 a 24;Mujer
Ministerio de Seguridad;840;11/4/2018;Abril;00:00:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;371;12/4/2018;Abril;11:40:00;Diurno;40;35 a 44;Varón
Ministerio de Seguridad;371;11/4/2018;Abril;11:20:00;Diurno;38;35 a 44;Mujer
Ministerio de Seguridad;840;11/4/2018;Abril;18:45:00;Diurno;21;15 a 24;Mujer
Ministerio de Seguridad;840;11/4/2018;Abril;10:00:00;Diurno;32;25 a 34;Mujer
Ministerio de Seguridad;840;19/4/2018;Abril;12:15:00;Diurno;31;25 a 34;Mujer
Ministerio de Seguridad;840;20/4/2018;Abril;20:20:00;Nocturno;23;15 a 24;Varón
Ministerio de Seguridad;371;23/4/2018;Abril;00:00:00;Nocturno;19;15 a 24;Varón
Ministerio de Seguridad;371;10/5/2018;Mayo;14:45:00;Diurno;37;35 a 44;Varón
Ministerio de Seguridad;294;8/5/2018;Mayo;11:15:00;Diurno;50;45 a 54;Varón
Ministerio de Seguridad;294;8/5/2018;Mayo;11:15:00;Diurno;25;25 a 34;Varón
Ministerio de Seguridad;413;12/5/2018;Mayo;08:10:00;Diurno;32;25 a 34;Varón
Ministerio de Seguridad;413;17/5/2018;Mayo;04:50:00;Nocturno;47;45 a 54;Varón
Ministerio de Seguridad;413;23/5/2018;Mayo;12:15:00;Diurno;33;25 a 34;Mujer
Ministerio de Seguridad;413;31/5/2018;Mayo;12:00:00;Diurno;43;35 a 44;Mujer
Ministerio de Seguridad;413;3/6/2018;Junio;13:05:00;Diurno;19;15 a 24;Varón
Ministerio de Seguridad;210;6/6/2018;Junio;12:30:00;Diurno;20;15 a 24;Mujer
Ministerio de Seguridad;469;8/6/2018;Junio;13:30:00;Diurno;81;75 y más;Mujer
Ministerio de Seguridad;413;10/6/2018;Junio;13:20:00;Diurno;27;25 a 34;Varón
Ministerio de Seguridad;413;14/6/2018;Junio;05:30:00;Nocturno;30;25 a 34;Varón
Ministerio de Seguridad;413;14/6/2018;Junio;20:15:00;Nocturno;16;15 a 24;Varón
Ministerio de Seguridad;413;25/6/2018;Junio;11:29:00;Diurno;41;35 a 44;Varón
Ministerio de Seguridad;413;5/7/2018;Julio;16:50:00;Diurno;28;25 a 34;Mujer
Ministerio de Seguridad;413;6/7/2018;Julio;13:15:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;294;28/7/2018;Julio;07:30:00;Diurno;25;25 a 34;Mujer
Ministerio de Seguridad;294;28/7/2018;Julio;07:30:00;Diurno;42;35 a 44;Varón
Ministerio de Seguridad;294;28/7/2018;Julio;07:30:00;Diurno;7;5 a 14;Varón
Ministerio de Seguridad;413;30/7/2018;Julio;15:30:00;Diurno;24;15 a 24;Varón
Ministerio de Seguridad;385;7/8/2018;Agosto;22:00:00;Nocturno;44;35 a 44;Mujer
Ministerio de Seguridad;413;10/8/2018;Agosto;15:55:00;Diurno;19;15 a 24;Varón
Ministerio de Seguridad;210;11/8/2018;Agosto;05:30:00;Nocturno;20;15 a 24;Mujer
Ministerio de Seguridad;210;19/8/2018;Agosto;00:50:00;Nocturno;49;45 a 54;Varón
Ministerio de Seguridad;469;22/8/2018;Agosto;07:50:00;Diurno;56;55 a 64;Varón
Ministerio de Seguridad;210;27/8/2018;Agosto;17:00:00;Diurno;14;5 a 14;Varón
Ministerio de Seguridad;413;11/9/2018;Septiembre;17:07:00;Diurno;23;15 a 24;Mujer
Ministerio de Seguridad;413;12/9/2018;Septiembre;17:30:00;Diurno;45;45 a 54;Mujer
Ministerio de Seguridad;413;14/9/2018;Septiembre;16:00:00;Diurno;30;25 a 34;Varón
Ministerio de Seguridad;469;14/9/2018;Septiembre;21:30:00;Nocturno;28;25 a 34;Varón
Ministerio de Seguridad;469;17/9/2018;Septiembre;19:30:00;Nocturno;41;35 a 44;Mujer
Ministerio de Seguridad;210;20/9/2018;Septiembre;02:00:00;Nocturno;29;25 a 34;Varón
Ministerio de Seguridad;385;22/9/2018;Septiembre;19:30:00;Nocturno;32;25 a 34;Varón
Ministerio de Seguridad;210;27/9/2018;Septiembre;12:30:00;Diurno;73;65 a 74;Varón
Ministerio de Seguridad;413;29/9/2018;Septiembre;02:15:00;Nocturno;61;55 a 64;Varón
Ministerio de Seguridad;413;1/10/2018;Octubre;00:35:00;Nocturno;38;35 a 44;Varón
Ministerio de Seguridad;413;1/10/2018;Octubre;00:35:00;Nocturno;57;55 a 64;Mujer
Ministerio de Seguridad;413;13/10/2018;Octubre;01:30:00;Nocturno;50;45 a 54;Mujer
Ministerio de Seguridad;413;18/10/2018;Octubre;09:15:00;Diurno;18;15 a 24;Mujer
Ministerio de Seguridad;469;23/10/2018;Octubre;08:00:00;Diurno;14;5 a 14;Mujer
Ministerio de Seguridad;385;30/10/2018;Octubre;15:00:00;Diurno;26;25 a 34;Varón
Ministerio de Seguridad;413;1/11/2018;Noviembre;13:27:00;Diurno;31;25 a 34;Varón
Ministerio de Seguridad;413;2/11/2018;Noviembre;15:15:00;Diurno;58;55 a 64;Varón
Ministerio de Seguridad;413;6/11/2018;Noviembre;07:30:00;Diurno;56;55 a 64;Varón
Ministerio de Seguridad;413;16/11/2018;Noviembre;08:25:00;Diurno;27;25 a 34;Varón
Ministerio de Seguridad;413;18/11/2018;Noviembre;13:55:00;Diurno;38;35 a 44;Mujer
Ministerio de Seguridad;413;28/11/2018;Noviembre;15:09:00;Diurno;9;5 a 14;Mujer
Ministerio de Seguridad;413;28/11/2018;Noviembre;15:09:00;Diurno;28;25 a 34;Mujer
Ministerio de Seguridad;413;28/11/2018;Noviembre;15:09:00;Diurno;22;15 a 24;Varón
Ministerio de Seguridad;210;12/12/2018;Diciembre;02:00:00;Nocturno;50;45 a 54;Mujer
Ministerio de Seguridad;413;22/12/2018;Diciembre;22:00:00;Nocturno;34;25 a 34;Varón
Ministerio de Seguridad;413;22/12/2018;Diciembre;22:00:00;Nocturno;38;35 a 44;Varón
Ministerio de Seguridad;413;23/12/2018;Diciembre;13:00:00;Diurno;33;25 a 34;Varón
Ministerio de Seguridad;413;23/12/2018;Diciembre;13:00:00;Diurno;7;5 a 14;Varón
Ministerio de Seguridad;826;23/1/2018;Enero;16:10:00;Diurno;28;25 a 34;Varón
Ministerio de Seguridad;826;15/3/2018;Marzo;14:00:00;Diurno;22;15 a 24;Mujer
Ministerio de Seguridad;392;28/4/2018;Abril;22:25:00;Nocturno;20;15 a 24;Varón
Ministerio de Seguridad;756;27/9/2018;Septiembre;15:00:00;Diurno;37;35 a 44;Varón
Ministerio de Seguridad;861;29/9/2018;Septiembre;16:20:00;Diurno;32;25 a 34;Varón
Ministerio de Seguridad;805;3/10/2018;Octubre;00:00:00;Nocturno;39;35 a 44;Varón
Ministerio de Seguridad;861;4/10/2018;Octubre;18:30:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;756;6/10/2018;Octubre;06:30:00;Nocturno;45;45 a 54;Varón
Ministerio de Seguridad;756;10/10/2018;Octubre;00:00:00;Nocturno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;756;9/10/2018;Octubre;07:10:00;Diurno;44;35 a 44;Varón
Ministerio de Seguridad;805;12/10/2018;Octubre;00:00:00;Nocturno;63;55 a 64;Mujer
Ministerio de Seguridad;756;12/10/2018;Octubre;13:10:00;Diurno;73;65 a 74;Mujer
Ministerio de Seguridad;756;19/10/2018;Octubre;12:45:00;Diurno;19;15 a 24;Varón
Ministerio de Seguridad;749;20/10/2018;Octubre;22:15:00;Nocturno;27;25 a 34;Varón
Ministerio de Seguridad;861;21/10/2018;Octubre;17:10:00;Diurno;59;55 a 64;Mujer
Ministerio de Seguridad;805;23/10/2018;Octubre;18:30:00;Diurno;19;15 a 24;Varón
Ministerio de Seguridad;756;22/10/2018;Octubre;09:25:00;Diurno;32;25 a 34;Varón
Ministerio de Seguridad;805;24/10/2018;Octubre;00:00:00;Nocturno;43;35 a 44;Mujer
Ministerio de Seguridad;805;25/10/2018;Octubre;11:30:00;Diurno;25;25 a 34;Mujer
Ministerio de Seguridad;805;25/10/2018;Octubre;11:30:00;Diurno;32;25 a 34;Varón
Ministerio de Seguridad;805;25/10/2018;Octubre;07:20:00;Diurno;55;55 a 64;Varón
Ministerio de Seguridad;756;26/10/2018;Octubre;18:35:00;Diurno;38;35 a 44;Varón
Ministerio de Seguridad;805;27/10/2018;Octubre;21:40:00;Nocturno;36;35 a 44;Varón
Ministerio de Seguridad;805;25/10/2018;Octubre;00:00:00;Nocturno;77;75 y más;Varón
Ministerio de Seguridad;805;26/10/2018;Octubre;16:22:00;Diurno;30;25 a 34;Varón
Ministerio de Seguridad;749;27/10/2018;Octubre;10:30:00;Diurno;74;65 a 74;Mujer
Ministerio de Seguridad;861;26/10/2018;Octubre;07:00:00;Nocturno;27;25 a 34;Varón
Ministerio de Seguridad;756;13/10/2018;Octubre;01:00:00;Nocturno;22;15 a 24;Varón
Ministerio de Seguridad;861;30/10/2018;Octubre;16:30:00;Diurno;24;15 a 24;Varón
Ministerio de Seguridad;805;2/11/2018;Noviembre;20:20:00;Nocturno;37;35 a 44;Varón
Ministerio de Seguridad;805;3/11/2018;Noviembre;13:30:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;805;5/11/2018;Noviembre;10:45:00;Diurno;24;15 a 24;Mujer
Ministerio de Seguridad;805;5/11/2018;Noviembre;10:45:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;861;6/11/2018;Noviembre;09:20:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;861;6/11/2018;Noviembre;09:20:00;Diurno;49;45 a 54;Varón
Ministerio de Seguridad;749;7/11/2018;Noviembre;16:25:00;Diurno;45;45 a 54;Varón
Ministerio de Seguridad;749;3/11/2018;Noviembre;10:45:00;Diurno;33;25 a 34;Varón
Ministerio de Seguridad;749;9/11/2018;Noviembre;12:35:00;Diurno;30;25 a 34;Varón
Ministerio de Seguridad;805;11/11/2018;Noviembre;22:15:00;Nocturno;50;45 a 54;Mujer
Ministerio de Seguridad;861;10/11/2018;Noviembre;12:35:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;861;10/11/2018;Noviembre;12:35:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;805;11/11/2018;Noviembre;21:45:00;Nocturno;35;35 a 44;Varón
Ministerio de Seguridad;805;13/11/2018;Noviembre;17:25:00;Diurno;29;25 a 34;Varón
Ministerio de Seguridad;805;13/11/2018;Noviembre;19:30:00;Nocturno;39;35 a 44;Varón
Ministerio de Seguridad;805;14/11/2018;Noviembre;12:00:00;Diurno;74;65 a 74;Varón
Ministerio de Seguridad;861;17/11/2018;Noviembre;00:00:00;Nocturno;38;35 a 44;Varón
Ministerio de Seguridad;805;14/11/2018;Noviembre;00:00:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;756;19/11/2018;Noviembre;15:27:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;805;20/11/2018;Noviembre;06:20:00;Nocturno;38;35 a 44;Varón
Ministerio de Seguridad;756;22/11/2018;Noviembre;07:15:00;Diurno;40;35 a 44;Mujer
Ministerio de Seguridad;756;22/11/2018;Noviembre;07:15:00;Diurno;52;45 a 54;Mujer
Ministerio de Seguridad;805;24/11/2018;Noviembre;12:30:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;756;20/11/2018;Noviembre;16:27:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;861;26/11/2018;Noviembre;07:15:00;Diurno;52;45 a 54;Varón
Ministerio de Seguridad;861;26/11/2018;Noviembre;09:42:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;861;25/11/2018;Noviembre;00:00:00;Nocturno;70;65 a 74;Mujer
Ministerio de Seguridad;805;23/11/2018;Noviembre;17:20:00;Diurno;33;25 a 34;Varón
Ministerio de Seguridad;805;24/11/2018;Noviembre;00:00:00;Nocturno;26;25 a 34;Varón
Ministerio de Seguridad;515;15/1/2018;Enero;00:00:00;Nocturno;45;45 a 54;Mujer
Ministerio de Seguridad;515;17/1/2018;Enero;08:30:00;Diurno;55;55 a 64;Varón
Ministerio de Seguridad;638;10/1/2018;Enero;17:15:00;Diurno;27;25 a 34;Varón
Ministerio de Seguridad;638;18/1/2018;Enero;22:30:00;Nocturno;37;35 a 44;Varón
Ministerio de Seguridad;760;21/1/2018;Enero;09:00:00;Diurno;43;35 a 44;Varón
Ministerio de Seguridad;515;19/1/2018;Enero;12:00:00;Diurno;32;25 a 34;Mujer
Ministerio de Seguridad;515;22/1/2018;Enero;20:30:00;Nocturno;7;5 a 14;Varón
Ministerio de Seguridad;638;23/1/2018;Enero;20:00:00;Nocturno;49;45 a 54;Mujer
Ministerio de Seguridad;760;24/1/2018;Enero;16:10:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;515;24/1/2018;Enero;12:05:00;Diurno;24;15 a 24;Varón
Ministerio de Seguridad;412;23/1/2018;Enero;22:10:00;Nocturno;59;55 a 64;Varón
Ministerio de Seguridad;638;27/1/2018;Enero;09:30:00;Diurno;11;5 a 14;Mujer
Ministerio de Seguridad;638;29/1/2018;Enero;23:05:00;Nocturno;28;25 a 34;Varón
Ministerio de Seguridad;412;30/1/2018;Enero;14:00:00;Diurno;39;35 a 44;Varón
Ministerio de Seguridad;412;31/1/2018;Enero;19:50:00;Nocturno;21;15 a 24;Varón
Ministerio de Seguridad;515;31/1/2018;Enero;05:30:00;Nocturno;47;45 a 54;Varón
Ministerio de Seguridad;638;27/1/2018;Enero;21:20:00;Nocturno;31;25 a 34;Mujer
Ministerio de Seguridad;760;1/2/2018;Febrero;05:30:00;Nocturno;19;15 a 24;Varón
Ministerio de Seguridad;515;1/2/2018;Febrero;06:05:00;Nocturno;21;15 a 24;Varón
Ministerio de Seguridad;638;4/2/2018;Febrero;12:40:00;Diurno;47;45 a 54;Varón
Ministerio de Seguridad;760;2/2/2018;Febrero;08:30:00;Diurno;51;45 a 54;Varón
Ministerio de Seguridad;760;3/2/2018;Febrero;12:00:00;Diurno;29;25 a 34;Varón
Ministerio de Seguridad;760;4/2/2018;Febrero;01:30:00;Nocturno;24;15 a 24;Mujer
Ministerio de Seguridad;760;5/2/2018;Febrero;18:00:00;Diurno;18;15 a 24;Varón
Ministerio de Seguridad;760;6/2/2018;Febrero;05:50:00;Nocturno;24;15 a 24;Varón
Ministerio de Seguridad;638;5/2/2018;Febrero;01:40:00;Nocturno;18;15 a 24;Mujer
Ministerio de Seguridad;760;11/2/2018;Febrero;13:20:00;Diurno;28;25 a 34;Varón
Ministerio de Seguridad;760;12/2/2018;Febrero;14:30:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;515;9/2/2018;Febrero;13:50:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;638;12/2/2018;Febrero;17:00:00;Diurno;31;25 a 34;Varón
Ministerio de Seguridad;412;19/2/2018;Febrero;10:00:00;Diurno;20;15 a 24;Varón
Ministerio de Seguridad;760;23/2/2018;Febrero;10:00:00;Diurno;19;15 a 24;Varón
Ministerio de Seguridad;760;25/2/2018;Febrero;20:15:00;Nocturno;27;25 a 34;Mujer
Ministerio de Seguridad;412;28/2/2018;Febrero;14:40:00;Diurno;29;25 a 34;Varón
Ministerio de Seguridad;515;22/2/2018;Febrero;14:00:00;Diurno;36;35 a 44;Varón
Ministerio de Seguridad;412;3/3/2018;Marzo;20:30:00;Nocturno;17;15 a 24;Varón
Ministerio de Seguridad;515;4/3/2018;Marzo;09:00:00;Diurno;48;45 a 54;Mujer
Ministerio de Seguridad;760;8/3/2018;Marzo;14:30:00;Diurno;39;35 a 44;Varón
Ministerio de Seguridad;638;8/3/2018;Marzo;12:20:00;Diurno;28;25 a 34;Mujer
Ministerio de Seguridad;515;10/3/2018;Marzo;14:50:00;Diurno;31;25 a 34;Varón
Ministerio de Seguridad;760;10/3/2018;Marzo;16:22:00;Diurno;36;35 a 44;Mujer
Ministerio de Seguridad;760;13/3/2018;Marzo;07:30:00;Diurno;30;25 a 34;Varón
Ministerio de Seguridad;412;13/3/2018;Marzo;16:00:00;Diurno;34;25 a 34;Varón
Ministerio de Seguridad;515;12/3/2018;Marzo;16:00:00;Diurno;26;25 a 34;Varón
Ministerio de Seguridad;638;17/3/2018;Marzo;07:30:00;Diurno;25;25 a 34;Mujer
Ministerio de Seguridad;515;17/3/2018;Marzo;21:42:00;Nocturno;39;35 a 44;Varón
Ministerio de Seguridad;412;16/3/2018;Marzo;18:00:00;Diurno;30;25 a 34;Mujer
Ministerio de Seguridad;515;19/3/2018;Marzo;__:__:00;Nocturno;67;65 a 74;Varón
Ministerio de Seguridad;515;20/3/2018;Marzo;20:55:00;Nocturno;45;45 a 54;Varón
Ministerio de Seguridad;760;19/3/2018;Marzo;11:00:00;Diurno;25;25 a 34;Varón
Ministerio de Seguridad;760;21/3/2018;Marzo;17:45:00;Diurno;23;15 a 24;Varón
Ministerio de Seguridad;638;24/3/2018;Marzo;22:00:00;Nocturno;59;55 a 64;Mujer
Ministerio de Seguridad;638;29/3/2018;Marzo;09:25:00;Diurno;79;75 y más;Varón
Ministerio de Seguridad;515;29/3/2018;Marzo;07:30:00;Diurno;19;15 a 24;Varón
Ministerio de Seguridad;412;2/4/2018;Abril;06:50:00;Nocturno;34;25 a 34;Varón
Ministerio de Seguridad;638;5/4/2018;Abril;16:20:00;Diurno;22;15 a 24;Varón
Ministerio de Seguridad;515;4/4/2018;Abril;13:00:00;Diurno;21;15 a 24;Varón
Ministerio de Seguridad;515;6/4/2018;Abril;21:15:00;Nocturno;19;15 a 24;Varón
Ministerio de Seguridad;760;6/4/2018;Abril;06:10:00;Nocturno;61;55 a 64;Varón
Ministerio de Seguridad;760;5/4/2018;Abril;06:00:00;Nocturno;20;15 a 24;Varón
Ministerio de Seguridad;760;15/4/2018;Abril;22:00:00;Nocturno;27;25 a 34;Mujer
Ministerio de Seguridad;515;16/4/2018;Abril;06:45:00;Nocturno;27;25 a 34;Varón
Ministerio de Seguridad;515;16/4/2018;Abril;14:30:00;Diurno;11;5 a 14;Mujer
Ministerio de Seguridad;515;17/4/2018;Abril;11:10:00;Diurno;30;25 a 34;Mujer
Ministerio de Seguridad;760;19/4/2018;Abril;09:00:00;Diurno;22;15 a 24;Varón
Ministerio de Seguridad;760;22/4/2018;Abril;13:00:00;Diurno;27;25 a 34;Varón
Ministerio de Seguridad;638;24/4/2018;Abril;21:20:00;Nocturno;39;35 a 44;Mujer
Ministerio de Seguridad;638;25/4/2018;Abril;18:30:00;Diurno;46;45 a 54;Varón
Ministerio de Seguridad;515;25/4/2018;Abril;17:20:00;Diurno;54;45 a 54;Varón
Ministerio de Seguridad;412;24/4/2018;Abril;11:20:00;Diurno;57;55 a 64;Varón
Ministerio de Seguridad;760;26/4/2018;Abril;01:00:00;Nocturno;42;35 a 44;Varón
Ministerio de Seguridad;760;26/4/2018;Abril;13:30:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;515;27/4/2018;Abril;11:45:00;Diurno;79;75 y más;Mujer
Ministerio de Seguridad;412;2/5/2018;Mayo;16:33:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;412;2/5/2018;Mayo;16:33:00;Diurno;8;5 a 14;Varón
Ministerio de Seguridad;515;5/5/2018;Mayo;15:50:00;Diurno;73;65 a 74;Mujer
Ministerio de Seguridad;638;6/5/2018;Mayo;21:50:00;Nocturno;21;15 a 24;Varón
Ministerio de Seguridad;760;7/5/2018;Mayo;00:20:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;760;7/5/2018;Mayo;00:20:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;760;7/5/2018;Mayo;00:20:00;Nocturno;26;25 a 34;Mujer
Ministerio de Seguridad;760;11/5/2018;Mayo;09:00:00;Diurno;28;25 a 34;Varón
Ministerio de Seguridad;412;13/5/2018;Mayo;20:50:00;Nocturno;42;35 a 44;Varón
Ministerio de Seguridad;760;12/5/2018;Mayo;14:05:00;Diurno;43;35 a 44;Varón
Ministerio de Seguridad;760;12/5/2018;Mayo;14:05:00;Diurno;32;25 a 34;Varón
Ministerio de Seguridad;515;17/5/2018;Mayo;11:30:00;Diurno;79;75 y más;Varón
Ministerio de Seguridad;515;16/5/2018;Mayo;22:30:00;Nocturno;41;35 a 44;Varón
Ministerio de Seguridad;638;20/5/2018;Mayo;20:00:00;Nocturno;42;35 a 44;Varón
Ministerio de Seguridad;515;21/5/2018;Mayo;19:15:00;Nocturno;32;25 a 34;Varón
Ministerio de Seguridad;760;26/5/2018;Mayo;19:00:00;Diurno;51;45 a 54;Varón
Ministerio de Seguridad;760;28/5/2018;Mayo;23:40:00;Nocturno;55;55 a 64;Mujer
Ministerio de Seguridad;760;28/5/2018;Mayo;23:40:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;760;28/5/2018;Mayo;23:40:00;Nocturno;14;5 a 14;Mujer
Ministerio de Seguridad;760;28/5/2018;Mayo;23:40:00;Nocturno;14;5 a 14;Mujer
Ministerio de Seguridad;515;25/5/2018;Mayo;18:10:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;412;28/5/2018;Mayo;12:10:00;Diurno;31;25 a 34;Varón
Ministerio de Seguridad;638;1/6/2018;Junio;17:44:00;Diurno;62;55 a 64;Varón
Ministerio de Seguridad;515;1/6/2018;Junio;13:55:00;Diurno;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;412;1/6/2018;Junio;10:30:00;Diurno;45;45 a 54;Varón
Ministerio de Seguridad;515;4/6/2018;Junio;14:07:00;Diurno;38;35 a 44;Varón
Ministerio de Seguridad;760;6/6/2018;Junio;06:30:00;Nocturno;48;45 a 54;Varón
Ministerio de Seguridad;638;5/6/2018;Junio;07:45:00;Diurno;24;15 a 24;Varón
Ministerio de Seguridad;638;5/6/2018;Junio;18:45:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;412;11/6/2018;Junio;21:00:00;Nocturno;20;15 a 24;Mujer
Ministerio de Seguridad;412;11/6/2018;Junio;21:00:00;Nocturno;20;15 a 24;Mujer
Ministerio de Seguridad;412;11/6/2018;Junio;21:00:00;Nocturno;20;15 a 24;Varón
Ministerio de Seguridad;412;11/6/2018;Junio;21:00:00;Nocturno;20;15 a 24;Mujer
Ministerio de Seguridad;412;11/6/2018;Junio;12:30:00;Diurno;20;15 a 24;Mujer
Ministerio de Seguridad;515;11/6/2018;Junio;23:00:00;Nocturno;64;55 a 64;Varón
Ministerio de Seguridad;638;12/6/2018;Junio;17:30:00;Diurno;35;35 a 44;Varón
Ministerio de Seguridad;760;11/6/2018;Junio;10:00:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;749;1/12/2018;Diciembre;18:00:00;Diurno;19;15 a 24;Varón
